misra1,misra2,poet
پھر لہو سے ہر ایک کاسۂ داغ ,پر ہوا جام ارغواں کی طرح ,Faiz Ahamd Faiz
یاد آیا جنون گم گشتہ ,بے طلب قرض دوستاں کی طرح ,Faiz Ahamd Faiz
جانے کس پر ہو مہرباں قاتل ,بے سبب مرگ ناگہاں کی طرح ,Faiz Ahamd Faiz
ہر صدا پر لگے ہیں کان یہاں ,دل سنبھالے رہو زباں کی طرح ,Faiz Ahamd Faiz
قند دہن کچھ اس سے زیادہ ,لطف سخن کچھ اس سے زیادہ ,Faiz Ahamd Faiz
فصل خزاں میں لطف بہاراں ,برگ سمن کچھ اس سے زیادہ ,Faiz Ahamd Faiz
حال چمن پر تلخ نوائی ,مرغ چمن کچھ اس سے زیادہ ,Faiz Ahamd Faiz
دل شکنی بھی دل داری بھی ,یاد وطن کچھ اس سے زیادہ ,Faiz Ahamd Faiz
شمع بدن فانوس قبا میں ,خوبیٔ تن کچھ اس سے زیادہ ,Faiz Ahamd Faiz
عشق میں کیا ہے غم کے علاوہ ,خواجۂ من کچھ اس سے زیادہ ,Faiz Ahamd Faiz
بہت پہلے سے ان قدموں کی آہٹ جان لیتے ہیں,تجھے اے زندگی ہم دور سے پہچان لیتے ہیں,Faraq Ghork Pori
مری نظریں بھی ایسے قاتلوں کا جان و ایماں ہیں,نگاہیں ملتے ہی جو جان اور ایمان لیتے ہیں,Faraq Ghork Pori
جسے کہتی ہے دنیا کامیابی وائے نادانی,اسے کن قیمتوں پر کامیاب انسان لیتے ہیں,Faraq Ghork Pori
نگاہ بادہ گوں یوں تو تری باتوں کا کیا کہنا,تری ہر بات لیکن احتیاطاً چھان لیتے ہیں,Faraq Ghork Pori
طبیعت اپنی گھبراتی ہے جب سنسان راتوں میں,ہم ایسے میں تری یادوں کی چادر تان لیتے ہیں,Faraq Ghork Pori
خود اپنا فیصلہ بھی عشق میں کافی نہیں ہوتا,اسے بھی کیسے کر گزریں جو دل میں ٹھان لیتے ہیں,Faraq Ghork Pori
حیات عشق کا اک اک نفس جام شہادت ہے,وہ جان ناز برداراں کوئی آسان لیتے ہیں,Faraq Ghork Pori
ہم آہنگی میں بھی اک چاشنی ہے اختلافوں کی,مری باتیں بعنوان دگر وہ مان لیتے ہیں,Faraq Ghork Pori
تری مقبولیت کی وجہ واحد تیری رمزیت,کہ اس کو مانتے ہی کب ہیں جس کو جان لیتے ہیں,Faraq Ghork Pori
اب اس کو کفر مانیں یا بلندیٔ نظر جانیں,خدائے دو جہاں کو دے کے ہم انسان لیتے ہیں,Faraq Ghork Pori
جسے صورت بتاتے ہیں پتہ دیتی ہے سیرت کا,عبارت دیکھ کر جس طرح معنی جان لیتے ہیں,Faraq Ghork Pori
تجھے گھاٹا نہ ہونے دیں گے کاروبار الفت میں,ہم اپنے سر ترا اے دوست ہر احسان لیتے ہیں,Faraq Ghork Pori
ہماری ہر نظر تجھ سے نئی سوگندھ کھاتی ہے,تو تیری ہر نظر سے ہم نیا پیمان لیتے ہیں,Faraq Ghork Pori
رفیق زندگی تھی اب انیس وقت آخر ہے,ترا اے موت ہم یہ دوسرا احسان لیتے ہیں,Faraq Ghork Pori
زمانہ واردات قلب سننے کو ترستا ہے,اسی سے تو سر آنکھوں پر مرا دیوان لیتے ہیں,Faraq Ghork Pori
فراقؔ اکثر بدل کر بھیس ملتا ہے کوئی کافر,کبھی ہم جان لیتے ہیں کبھی پہچان لیتے ہیں,Faraq Ghork Pori
سر میں سودا بھی نہیں دل میں تمنا بھی نہیں,لیکن اس ترک محبت کا بھروسا بھی نہیں,Faraq Ghork Pori
دل کی گنتی نہ یگانوں میں نہ بیگانوں میں,لیکن اس جلوہ گہہ ناز سے اٹھتا بھی نہیں,Faraq Ghork Pori
مہربانی کو محبت نہیں کہتے اے دوست,آہ اب مجھ سے تری رنجش بے جا بھی نہیں,Faraq Ghork Pori
ایک مدت سے تری یاد بھی آئی نہ ہمیں,اور ہم بھول گئے ہوں تجھے ایسا بھی نہیں,Faraq Ghork Pori
آج غفلت بھی ان آنکھوں میں ہے پہلے سے سوا,آج ہی خاطر بیمار شکیبا بھی نہیں,Faraq Ghork Pori
بات یہ ہے کہ سکون دل وحشی کا مقام,کنج زنداں بھی نہیں وسعت صحرا بھی نہیں,Faraq Ghork Pori
ارے صیاد ہمیں گل ہیں ہمیں بلبل ہیں,تو نے کچھ آہ سنا بھی نہیں دیکھا بھی نہیں,Faraq Ghork Pori
آہ یہ مجمع احباب یہ بزم خاموش,آج محفل میں فراقؔ سخن آرا بھی نہیں,Faraq Ghork Pori
یہ بھی سچ ہے کہ محبت پہ نہیں میں مجبور,یہ بھی سچ ہے کہ ترا حسن کچھ ایسا بھی نہیں,Faraq Ghork Pori
یوں تو ہنگامے اٹھاتے نہیں دیوانۂ عشق,مگر اے دوست کچھ ایسوں کا ٹھکانا بھی نہیں,Faraq Ghork Pori
فطرت حسن تو معلوم ہے تجھ کو ہمدم,چارہ ہی کیا ہے بجز صبر سو ہوتا بھی نہیں,Faraq Ghork Pori
منہ سے ہم اپنے برا تو نہیں کہتے کہ فراقؔ,ہے ترا دوست مگر آدمی اچھا بھی نہیں,Faraq Ghork Pori
ستاروں سے الجھتا جا رہا ہوں,شب فرقت بہت گھبرا رہا ہوں,Faraq Ghork Pori
ترے غم کو بھی کچھ بہلا رہا ہوں,جہاں کو بھی سمجھتا جا رہا ہوں,Faraq Ghork Pori
یقیں یہ ہے حقیقت کھل رہی ہے,گماں یہ ہے کہ دھوکے کھا رہا ہوں,Faraq Ghork Pori
اگر ممکن ہو لے لے اپنی آہٹ,خبر دو حسن کو میں آ رہا ہوں,Faraq Ghork Pori
حدیں حسن و محبت کی ملا کر,قیامت پر قیامت ڈھا رہا ہوں,Faraq Ghork Pori
خبر ہے تجھ کو اے ضبط محبت,ترے ہاتھوں میں لٹتا جا رہا ہوں,Faraq Ghork Pori
اثر بھی لے رہا ہوں تیری چپ کا,تجھے قائل بھی کرتا جا رہا ہوں,Faraq Ghork Pori
بھرم تیرے ستم کا کھل چکا ہے,میں تجھ سے آج کیوں شرما رہا ہوں,Faraq Ghork Pori
انہیں میں راز ہیں گلباریوں کے,میں جو چنگاریاں برسا رہا ہوں,Faraq Ghork Pori
جو ان معصوم آنکھوں نے دیے تھے,وہ دھوکے آج تک میں کھا رہا ہوں,Faraq Ghork Pori
ترے پہلو میں کیوں ہوتا ہے محسوس,کہ تجھ سے دور ہوتا جا رہا ہوں,Faraq Ghork Pori
حد‌‌ جور‌ و کرم سے بڑھ چلا حسن,نگاہ یار کو یاد آ رہا ہوں,Faraq Ghork Pori
جو الجھی تھی کبھی آدم کے ہاتھوں,وہ گتھی آج تک سلجھا رہا ہوں,Faraq Ghork Pori
محبت اب محبت ہو چلی ہے,تجھے کچھ بھولتا سا جا رہا ہوں,Faraq Ghork Pori
اجل بھی جن کو سن کر جھومتی ہے,وہ نغمے زندگی کے گا رہا ہوں,Faraq Ghork Pori
یہ سناٹا ہے میرے پاؤں کی چاپ,فراقؔ اپنی کچھ آہٹ پا رہا ہوں,Faraq Ghork Pori
کسی کا یوں تو ہوا کون عمر بھر پھر بھی,یہ حسن و عشق تو دھوکا ہے سب مگر پھر بھی,Faraq Ghork Pori
ہزار بار زمانہ ادھر سے گزرا ہے,نئی نئی سی ہے کچھ تیری رہ گزر پھر بھی,Faraq Ghork Pori
کہوں یہ کیسے ادھر دیکھ یا نہ دیکھ ادھر,کہ درد درد ہے پھر بھی نظر نظر پھر بھی,Faraq Ghork Pori
خوشا اشارۂ پیہم زہے سکوت نظر,دراز ہو کے فسانہ ہے مختصر پھر بھی,Faraq Ghork Pori
جھپک رہی ہیں زمان و مکاں کی بھی آنکھیں,مگر ہے قافلہ آمادۂ سفر پھر بھی,Faraq Ghork Pori
شب فراق سے آگے ہے آج میری نظر,کہ کٹ ہی جائے گی یہ شام بے سحر پھر بھی,Faraq Ghork Pori
کہیں یہی تو نہیں کاشف حیات و ممات,یہ حسن و عشق بظاہر ہیں بے خبر پھر بھی,Faraq Ghork Pori
پلٹ رہے ہیں غریب الوطن پلٹنا تھا,وہ کوچہ روکش جنت ہو گھر ہے گھر پھر بھی,Faraq Ghork Pori
لٹا ہوا چمن عشق ہے نگاہوں کو,دکھا گیا وہی کیا کیا گل و ثمر پھر بھی,Faraq Ghork Pori
خراب ہو کے بھی سوچا کیے ترے مہجور,یہی کہ تیری نظر ہے تری نظر پھر بھی,Faraq Ghork Pori
ہو بے نیاز اثر بھی کبھی تری مٹی,وہ کیمیا ہی سہی رہ گئی کسر پھر بھی,Faraq Ghork Pori
لپٹ گیا ترا دیوانہ گرچہ منزل سے,اڑی اڑی سی ہے یہ خاک رہ گزر پھر بھی,Faraq Ghork Pori
تری نگاہ سے بچنے میں عمر گزری ہے,اتر گیا رگ جاں میں یہ نیشتر پھر بھی,Faraq Ghork Pori
غم فراق کے کشتوں کا حشر کیا ہوگا,یہ شام ہجر تو ہو جائے گی سحر پھر بھی,Faraq Ghork Pori
فنا بھی ہو کے گراں باریٔ حیات نہ پوچھ,اٹھائے اٹھ نہیں سکتا یہ درد سر پھر بھی,Faraq Ghork Pori
ستم کے رنگ ہیں ہر التفات پنہاں میں,کرم نما ہیں ترے جور سر بسر پھر بھی,Faraq Ghork Pori
خطا معاف ترا عفو بھی ہے مثل سزا,تری سزا میں ہے اک شان در گزر پھر بھی,Faraq Ghork Pori
اگرچہ بے خودیٔ عشق کو زمانہ ہوا,فراقؔ کرتی رہی کام وہ نظر پھر بھی,Faraq Ghork Pori
نرم فضا کی کروٹیں دل کو دکھا کے رہ گئیں,ٹھنڈی ہوائیں بھی تری یاد دلا کے رہ گئیں,Faraq Ghork Pori
شام بھی تھی دھواں دھواں حسن بھی تھا اداس اداس,دل کو کئی کہانیاں یاد سی آ کے رہ گئیں,Faraq Ghork Pori
مجھ کو خراب کر گئیں نیم نگاہیاں تری,مجھ سے حیات و موت بھی آنکھیں چرا کے رہ گئیں,Faraq Ghork Pori
حسن نظر فریب میں کس کو کلام تھا مگر,تیری ادائیں آج تو دل میں سما کے رہ گئیں,Faraq Ghork Pori
تب کہیں کچھ پتہ چلا صدق و خلوص حسن کا,جب وہ نگاہیں عشق سے باتیں بنا کے رہ گئیں,Faraq Ghork Pori
تیرے خرام ناز سے آج وہاں چمن کھلے,فصلیں بہار کی جہاں خاک اڑا کے رہ گئیں,Faraq Ghork Pori
پوچھ نہ ان نگاہوں کی طرفہ کرشمہ سازیاں,فتنے سلا کے رہ گئیں فتنے جگا کے رہ گئیں,Faraq Ghork Pori
تاروں کی آنکھ بھی بھر آئی میری صدائے درد پر,ان کی نگاہیں بھی ترا نام بتا کے رہ گئیں,Faraq Ghork Pori
اف یہ زمیں کی گردشیں آہ یہ غم کی ٹھوکریں,یہ بھی تو بخت خفتہ کے شانے ہلا کے رہ گئیں,Faraq Ghork Pori
اور تو اہل درد کون سنبھالتا بھلا,ہاں تیری شادمانیاں ان کو رلا کے رہ گئیں,Faraq Ghork Pori
یاد کچھ آئیں اس طرح بھولی ہوئی کہانیاں,کھوے ہوئے دلوں میں آج درد اٹھا کے رہ گئیں,Faraq Ghork Pori
ساز نشاط زندگی آج لرز لرز اٹھا,کس کی نگاہیں عشق کا درد سنا کے رہ گئیں,Faraq Ghork Pori
تم نہیں آئے اور رات رہ گئی راہ دیکھتی,تاروں کی محفلیں بھی آج آنکھیں بچھا کے رہ گئیں,Faraq Ghork Pori
جھوم کے پھر چلیں ہوائیں وجد میں آئیں پھر فضائیں,پھر تری یاد کی گھٹائیں سینوں پہ چھا کے رہ گئیں,Faraq Ghork Pori
قلب و نگاہ کی یہ عید اف یہ مآل قرب و دید,چرخ کی گردشیں تجھے مجھ سے چھپا کے رہ گئیں,Faraq Ghork Pori
پھر ہیں وہی اداسیاں پھر وہی سونی کائنات,اہل طرب کی محفلیں رنگ جما کے رہ گئیں,Faraq Ghork Pori
کون سکون دے سکا غم زدگان عشق کو,بھیگتی راتیں بھی فراقؔ آگ لگا کے رہ گئیں,Faraq Ghork Pori
زندگی درد کی کہانی ہے,چشم انجم میں بھی تو پانی ہے,Faraq Ghork Pori
بے نیازانہ سن لیا غم دل,مہربانی ہے مہربانی ہے,Faraq Ghork Pori
وہ بھلا میری بات کیا مانے,اس نے اپنی بھی بات مانی ہے,Faraq Ghork Pori
شعلۂ دل ہے یہ کہ شعلہ ساز,یا ترا شعلۂ جوانی ہے,Faraq Ghork Pori
وہ کبھی رنگ وہ کبھی خوشبو,گاہ گل گاہ رات رانی ہے,Faraq Ghork Pori
بن کے معصوم سب کو تاڑ گئی,آنکھ اس کی بڑی سیانی ہے,Faraq Ghork Pori
آپ بیتی کہو کہ جگ بیتی,ہر کہانی مری کہانی ہے,Faraq Ghork Pori
دونوں عالم ہیں جس کے زیر نگیں,دل اسی غم کی راجدھانی ہے,Faraq Ghork Pori
ہم تو خوش ہیں تری جفا پر بھی,بے سبب تیری سرگرانی ہے,Faraq Ghork Pori
سر بہ سر یہ فراز‌ مہر و قمر,تیری اٹھتی ہوئی جوانی ہے,Faraq Ghork Pori
آج بھی سن رہے ہیں قصۂ عشق,گو کہانی بہت پرانی ہے,Faraq Ghork Pori
ضبط کیجے تو دل ہے انگارا,اور اگر روئیے تو پانی ہے,Faraq Ghork Pori
ہے ٹھکانا یہ در ہی اس کا بھی,دل بھی تیرا ہی آستانی ہے,Faraq Ghork Pori
ان سے ایسے میں جو نہ ہو جائے,نو جوانی ہے نو جوانی ہے,Faraq Ghork Pori
دل مرا اور یہ غم دنیا,کیا ترے غم کی پاسبانی ہے,Faraq Ghork Pori
گردش چشم ساقیٔ دوراں,دور افلاک کی بھی پانی ہے,Faraq Ghork Pori
اے لب ناز کیا ہیں وہ اسرار,خامشی جن کی ترجمانی ہے,Faraq Ghork Pori
مے کدوں کے بھی ہوش اڑنے لگے,کیا تری آنکھ کی جوانی ہے,Faraq Ghork Pori
خودکشی پر ہے آج آمادہ,ارے دنیا بڑی دوانی ہے,Faraq Ghork Pori
کوئی اظہار ناخوشی بھی نہیں,بد گمانی سی بد گمانی ہے,Faraq Ghork Pori
مجھ سے کہتا تھا کل فرشتۂ عشق,زندگی ہجر کی کہانی ہے,Faraq Ghork Pori
بحر ہستی بھی جس میں کھو جائے,بوند میں بھی وہ بیکرانی ہے,Faraq Ghork Pori
مل گئے خاک میں ترے عشاق,یہ بھی اک امر آسمانی ہے,Faraq Ghork Pori
زندگی انتظار ہے تیرا,ہم نے اک بات آج جانی ہے,Faraq Ghork Pori
کیوں نہ ہو غم سے ہی قماش اس کا,حسن تصویر شادمانی ہے,Faraq Ghork Pori
سونی دنیا میں اب تو میں ہوں اور,ماتم عشق آنجہانی ہے,Faraq Ghork Pori
کچھ نہ پوچھو فراقؔ عہد شباب,رات ہے نیند ہے کہانی ہے,Faraq Ghork Pori
رات بھی نیند بھی کہانی بھی,ہائے کیا چیز ہے جوانی بھی,Faraq Ghork Pori
ایک پیغام زندگانی بھی,عاشقی مرگ ناگہانی بھی,Faraq Ghork Pori
اس ادا کا تری جواب نہیں,مہربانی بھی سرگرانی بھی,Faraq Ghork Pori
دل کو اپنے بھی غم تھے دنیا میں,کچھ بلائیں تھیں آسمانی بھی,Faraq Ghork Pori
منصب دل خوشی لٹانا ہے,غم پنہاں کی پاسبانی بھی,Faraq Ghork Pori
دل کو شعلوں سے کرتی ہے سیراب,زندگی آگ بھی ہے پانی بھی,Faraq Ghork Pori
شاد کاموں کو یہ نہیں توفیق,دل غمگیں کی شادمانی بھی,Faraq Ghork Pori
لاکھ حسن یقیں سے بڑھ کر ہے,ان نگاہوں کی بد گمانی بھی,Faraq Ghork Pori
تنگنائے دل ملول میں ہے,بحر ہستی کی بے کرانی بھی,Faraq Ghork Pori
عشق ناکام کی ہے پرچھائیں,شادمانی بھی کامرانی بھی,Faraq Ghork Pori
دیکھ دل کے نگار خانے میں,زخم پنہاں کی ہے نشانی بھی,Faraq Ghork Pori
خلق کیا کیا مجھے نہیں کہتی,کچھ سنوں میں تری زبانی بھی,Faraq Ghork Pori
آئے تاریخ عشق میں سو بار,موت کے دور درمیانی بھی,Faraq Ghork Pori
اپنی معصومیت کے پردے میں,ہو گئی وہ نظر سیانی بھی,Faraq Ghork Pori
دن کو سورج مکھی ہے وہ نو گل,رات کو ہے وہ رات رانی بھی,Faraq Ghork Pori
دل بد نام تیرے بارے میں,لوگ کہتے ہیں اک کہانی بھی,Faraq Ghork Pori
وضع کرتے کوئی نئی دنیا,کہ یہ دنیا ہوئی پرانی بھی,Faraq Ghork Pori
دل کو آداب بندگی بھی نہ آئے,کر گئے لوگ حکمرانی بھی,Faraq Ghork Pori
جور کم کم کا شکریہ بس ہے,آپ کی اتنی مہربانی بھی,Faraq Ghork Pori
